,PAGE_ID,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,universe,UNIVERSE
2585,2714,Beast With No Name (New Earth),Public Identity,Neutral Characters,Black Eyes,Red Hair,Male Characters,Heterosexual Character,Living Characters,9,"1966, January",1966.0,DC,
2586,131077,Thomas Dillon (New Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,9,"1966, March",1966.0,DC,
2587,22233,Daphne Dean (New Earth),Public Identity,,,Red Hair,Female Characters,Heterosexual Character,Living Characters,9,"1962, February",1962.0,DC,
2588,181814,Theseus (New Earth),Public Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,9,"1962, December",1962.0,DC,
2589,7390,Armand Lydecker (New Earth),,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,9,"1958, March",1958.0,DC,
2590,7389,Gunther Hardwicke (New Earth),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,9,"1958, March",1958.0,DC,
2591,7388,Warren Lawford (New Earth),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,9,"1958, March",1958.0,DC,
2592,114990,Alphonso Giovanni (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,9,"1955, January",1955.0,DC,
2593,342639,Oswald Bane (New Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,9,"1955, September",1955.0,DC,
2594,22607,Darwin Jones (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,9,"1950, September",1950.0,DC,
2595,283438,Dwight Eisenhower (New Earth),Public Identity,Good Characters,Blue Eyes,,Male Characters,Heterosexual Character,Living Characters,9,"1950, July",1950.0,DC,
2596,255199,"Atlas, Titans of Myth (New Earth)",Public Identity,,,,Male Characters,Heterosexual Character,Living Characters,9,"1944, May",1944.0,DC,
2597,11860,William Gunn (New Earth),,Good Characters,,White Hair,Male Characters,Heterosexual Character,Deceased Characters,9,"1941, December",1941.0,DC,
2598,227456,C.C. Haly (New Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Heterosexual Character,Deceased Characters,9,"1940, April",1940.0,DC,
2599,69587,Kulak (New Earth),Public Identity,Bad Characters,Blue Eyes,,Male Characters,Heterosexual Character,Living Characters,9,"1940, September",1940.0,DC,
2600,237763,Louis Snipe (New Earth),Public Identity,Bad Characters,Blue Eyes,,Male Characters,Heterosexual Character,Deceased Characters,9,"1940, February",1940.0,DC,
2601,262022,Khaji Kai (Prime Earth),Public Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"2011, November",2011.0,DC,
2602,226382,Crusader (New Earth),Secret Identity,,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"2010, September",2010.0,DC,
2603,375676,Margaret Mahoney (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Character,Deceased Characters,8,"2010, August",2010.0,DC,
2604,161732,"Paul Patten, Jr. (New Earth)",Secret Identity,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"2010, May",2010.0,DC,
2605,301859,Rani (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,8,"2010, July",2010.0,DC,
2606,146128,Deborah Marlow (New Earth),Public Identity,Good Characters,,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2009, October",2009.0,DC,
2607,115175,Djo Zha (New Earth),,,,,Male Characters,Heterosexual Character,Living Characters,8,"2009, March",2009.0,DC,
2608,312401,Felicidad Gomez (New Earth),,Good Characters,,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2009, May",2009.0,DC,
2609,317008,Geoffrey de Cantonna (New Earth),,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2009, June",2009.0,DC,
2610,194057,Jordanna Spence (New Earth),Public Identity,,,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2009, November",2009.0,DC,
2611,239863,Red Torpedo (New Earth),Secret Identity,Good Characters,Yellow Eyes,,Female Characters,Heterosexual Character,Living Characters,8,"2009, November",2009.0,DC,
2612,112276,Anica Balcescu (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,8,"2008, September",2008.0,DC,
2613,59036,Dodger (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"2008, June",2008.0,DC,
2614,59516,Duel Eknham (New Earth),Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2008, June",2008.0,DC,
2615,129224,Infinity (New Earth),Secret Identity,Good Characters,,,Female Characters,Heterosexual Character,Living Characters,8,"2008, March",2008.0,DC,
2616,144405,Kho Kharhi (New Earth),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2008, May",2008.0,DC,
2617,230108,Maduvu (New Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"2008, January",2008.0,DC,
2618,177912,Maria Amardosa (New Earth),Public Identity,,,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2008, December",2008.0,DC,
2619,43239,Norchavius (New Earth),Public Identity,Good Characters,Yellow Eyes,,Male Characters,Heterosexual Character,Living Characters,8,"2008, February",2008.0,DC,
2620,86863,Salah Miandad (New Earth),Secret Identity,Good Characters,,,Male Characters,Heterosexual Character,Deceased Characters,8,"2008, February",2008.0,DC,
2621,114971,Trang Jones (New Earth),,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2008, July",2008.0,DC,
2622,177418,Ugg-I (New Earth),Public Identity,Bad Characters,Green Eyes,,Female Characters,Heterosexual Character,Deceased Characters,8,"2008, July",2008.0,DC,
2623,31568,Bizarro Lois Lane (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2007, October",2007.0,DC,
2624,33108,Lionel Luthor (New Earth),Public Identity,,Green Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"2007, September",2007.0,DC,
2625,100831,Rogga (New Earth),Secret Identity,,Blue Eyes,,Male Characters,Heterosexual Character,Deceased Characters,8,"2007, January",2007.0,DC,
2626,28342,Steven Hazard (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2007, October",2007.0,DC,
2627,166537,Topo II (New Earth),,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"2007, May",2007.0,DC,
2628,100632,Zorrm (New Earth),Secret Identity,,Yellow Eyes,,Male Characters,Heterosexual Character,Deceased Characters,8,"2007, January",2007.0,DC,
2629,207690,Amanda Turner (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Character,Living Characters,8,"2006, September",2006.0,DC,
2630,137968,Blue Moon (New Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,Heterosexual Character,Living Characters,8,"2006, January",2006.0,DC,
2631,127196,Bunny (New Earth),,Good Characters,,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2006, November",2006.0,DC,
2632,388940,Dean Mayland (New Earth),,Bad Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"2006, September",2006.0,DC,
2633,16565,Helmond Kettering (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"2006, August",2006.0,DC,
2634,259947,Henri Doucette (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"2006, June",2006.0,DC,
2635,25332,Martin Campbell (New Earth),Public Identity,Good Characters,,Grey Hair,Male Characters,Heterosexual Character,Living Characters,8,"2006, August",2006.0,DC,
2636,70401,Niang Guan Jun (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2006, June",2006.0,DC,
2637,131477,Rio Ferdinand (New Earth),,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2006, October",2006.0,DC,
2638,15560,Sierra (New Earth),Public Identity,Good Characters,,Red Hair,Female Characters,Heterosexual Character,Living Characters,8,"2006, October",2006.0,DC,
2639,205507,Strega II (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual Character,Deceased Characters,8,"2006, July",2006.0,DC,
2640,93394,Thumper (New Earth),,,,,Male Characters,Heterosexual Character,Living Characters,8,"2006, June",2006.0,DC,
2641,30185,Toyboy (New Earth),Public Identity,Bad Characters,,Blond Hair,Male Characters,Heterosexual Character,Living Characters,8,"2006, May",2006.0,DC,
2642,63124,Derrick Coe (New Earth),,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"2005, December",2005.0,DC,
2643,134796,Thomas Tinker (New Earth),,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"2005, July",2005.0,DC,
2644,179657,Vanguard (New Earth),,Good Characters,Black Eyes,White Hair,Female Characters,Heterosexual Character,Living Characters,8,"2005, May",2005.0,DC,
2645,138548,Walter Pratt (New Earth),Public Identity,Bad Characters,,White Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2005, March",2005.0,DC,
2646,171045,Alexandra Allston (New Earth),Secret Identity,Bad Characters,,,Female Characters,Heterosexual Character,Living Characters,8,"2004, September",2004.0,DC,
2647,279664,Alexandra Kosov (New Earth),Public Identity,Bad Characters,,Blond Hair,Female Characters,Heterosexual Character,Living Characters,8,"2004, October",2004.0,DC,
2648,207528,Henry Aquista (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2004, April",2004.0,DC,
2649,213172,John Mercado (New Earth),,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"2004, February",2004.0,DC,
2650,41825,Kitty Kumbata (New Earth),,Bad Characters,Green Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2004, July",2004.0,DC,
2651,154290,Marauder II (New Earth),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Deceased Characters,8,"2004, December",2004.0,DC,
2652,213598,McCaffrey (New Earth),,Good Characters,Brown Eyes,White Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2003, March",2003.0,DC,
2653,194076,Daniel Tran (New Earth),,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2002, December",2002.0,DC,
2654,185202,Doctor Excess (New Earth),,Bad Characters,,White Hair,Male Characters,Heterosexual Character,Living Characters,8,"2002, December",2002.0,DC,
2655,1928,Hiro Okamura (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"2002, February",2002.0,DC,
2656,130967,Justin Quinn (New Earth),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"2002, December",2002.0,DC,
2657,287325,Rama Khan (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2002, March",2002.0,DC,
2658,287329,Tezumak (New Earth),Secret Identity,Good Characters,,,Male Characters,Heterosexual Character,Deceased Characters,8,"2002, July",2002.0,DC,
2659,344737,Anaya (New Earth),,Good Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,8,"2001, May",2001.0,DC,
2660,4901,Clifford Steele Doppelganger (New Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,Heterosexual Character,Living Characters,8,"2001, December",2001.0,DC,
2661,92331,Kancer (New Earth),Public Identity,Bad Characters,Green Eyes,,,Heterosexual Character,Living Characters,8,"2001, May",2001.0,DC,
2662,68540,Wesley Sloan (New Earth),,,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2001, December",2001.0,DC,
2663,121421,Daniel Dickerson (New Earth),,Neutral Characters,,,Male Characters,Heterosexual Character,Deceased Characters,8,"2000, April",2000.0,DC,
2664,209150,Daniel Temple (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"2000, November",2000.0,DC,
2665,236680,Helen Angelico (New Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,Heterosexual Character,Living Characters,8,"2000, June",2000.0,DC,
2666,188559,King of Tears (New Earth),,Bad Characters,,,,Heterosexual Character,Deceased Characters,8,"2000, May",2000.0,DC,
2667,280536,"Pasquale Galante, Jr. (New Earth)",Public Identity,Bad Characters,,Silver Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"2000, June",2000.0,DC,
2668,130423,Tsaritsa (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"2000, November",2000.0,DC,
2669,17461,Craydl (New Earth),,Neutral Characters,,,,Heterosexual Character,Living Characters,8,"1999, July",1999.0,DC,
2670,159099,DeShaun Kendall (New Earth),,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1999, September",1999.0,DC,
2671,89104,Joshua Hamman (New Earth),,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1999, August",1999.0,DC,
2672,222258,Rama Chandra (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1999, September",1999.0,DC,
2673,134771,Siren (New Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,8,"1999, July",1999.0,DC,
2674,179142,Starka\u00f0r (New Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,Heterosexual Character,Deceased Characters,8,"1999, September",1999.0,DC,
2675,44042,Grokk (New Earth),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1998, August",1998.0,DC,
2676,262455,Hex (New Earth),,,,Red Hair,Female Characters,Heterosexual Character,Living Characters,8,"1998, August",1998.0,DC,
2677,13382,Mageddon (New Earth),,Bad Characters,,,Genderless Characters,Heterosexual Character,Living Characters,8,"1998, February",1998.0,DC,
2678,127603,Matthew Stuart (New Earth),,Bad Characters,,Blond Hair,Male Characters,Heterosexual Character,Living Characters,8,"1998, August",1998.0,DC,
2679,45507,Nosferata (New Earth),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1998, April",1998.0,DC,
2680,115359,Scott Sawyer (New Earth),Public Identity,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1998, December",1998.0,DC,
2681,308836,Titan II (New Earth),Public Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1998, December",1998.0,DC,
2682,114219,Tuftan (New Earth),,Good Characters,,Orange Hair,Male Characters,Heterosexual Character,Living Characters,8,"1998, April",1998.0,DC,
2683,10474,Bueno Excellente (New Earth),,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1997, September",1997.0,DC,
2684,135734,Carom (New Earth),Secret Identity,Bad Characters,White Eyes,Red Hair,Male Characters,Heterosexual Character,Living Characters,8,"1997, April",1997.0,DC,
2685,314358,Jean de Baton-Baton (New Earth),Secret Identity,Good Characters,,,Male Characters,Heterosexual Character,Deceased Characters,8,"1997, September",1997.0,DC,
2686,91933,Jebediah Kent (New Earth),Public Identity,,,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"1997, August",1997.0,DC,
2687,180741,Sasha Martens (New Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,Heterosexual Character,Living Characters,8,"1997, October",1997.0,DC,
2688,135678,Vault (New Earth),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1997, April",1997.0,DC,
2689,18535,Zinnac (New Earth),,,,,Male Characters,Heterosexual Character,Living Characters,8,"1997, September",1997.0,DC,
2690,291147,Drrt (New Earth),Public Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1996, September",1996.0,DC,
2691,186929,Hatchet (New Earth),Secret Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1996, July",1996.0,DC,
2692,204295,Misa (New Earth),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,8,"1996, September",1996.0,DC,
2693,117949,Perdoo (New Earth),,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,8,1996,1996.0,DC,
2694,291939,Pyra (New Earth),Public Identity,,Black Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"1996, September",1996.0,DC,
2695,291292,Red Death (New Earth),Public Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1996, September",1996.0,DC,
2696,291288,Whoon (New Earth),Public Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1996, September",1996.0,DC,
2697,240274,A.J. (New Earth),,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,8,"1995, August",1995.0,DC,
2698,128438,Mortimer Gunt (New Earth),Public Identity,Good Characters,Brown Eyes,,Male Characters,Heterosexual Character,Living Characters,8,"1995, March",1995.0,DC,
2699,394349,Red Bailey (New Earth),Public Identity,Good Characters,,,Male Characters,Heterosexual Character,Deceased Characters,8,"1995, December",1995.0,DC,
2700,93461,Savitar Bandu (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1995, February",1995.0,DC,
2701,19055,Silver Monkey (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"1995, May",1995.0,DC,
2702,126632,Thomas Manchester (New Earth),Public Identity,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1995, June",1995.0,DC,
2703,16297,Triton (New Earth),Public Identity,Neutral Characters,Green Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,8,"1995, July",1995.0,DC,
2704,7592,Yazz (New Earth),,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1995, January",1995.0,DC,
2705,13588,Bizarro II (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"1994, March",1994.0,DC,
2706,147223,Buck Wargo (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1994, July",1994.0,DC,
2707,263284,Chidi (New Earth),Public Identity,Good Characters,,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"1994, November",1994.0,DC,
2708,114979,Heatmonger (New Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,8,"1994, March",1994.0,DC,
2709,142618,Lacey Van Horn (New Earth),,Neutral Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Character,Living Characters,8,"1994, May",1994.0,DC,
2710,275917,Mandra Darrow (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,8,"1994, April",1994.0,DC,
2711,149285,Moxie Mannheim (New Earth),,Bad Characters,,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"1994, November",1994.0,DC,
2712,126603,Osiris (New Earth),,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1994, March",1994.0,DC,
2713,7590,Seneca (New Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1994, April",1994.0,DC,
2714,144705,Barin (New Earth),,Bad Characters,,,Male Characters,Heterosexual Character,Deceased Characters,8,"1993, December",1993.0,DC,
2715,119664,Carter Channel (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Character,Living Characters,8,1993,1993.0,DC,
2716,127142,Death Angel (New Earth),,Bad Characters,,Purple Hair,Female Characters,Heterosexual Character,Living Characters,8,"1993, August",1993.0,DC,
2717,344165,Hoppy Greene (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"1993, April",1993.0,DC,
2718,7568,Joe Public (New Earth),Secret Identity,Good Characters,,Blond Hair,Male Characters,Heterosexual Character,Living Characters,8,"1993, June",1993.0,DC,
2719,82355,Reginald Hackman (New Earth),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,1993,1993.0,DC,
2720,144382,RRU-9-2 (New Earth),Public Identity,Good Characters,Photocellular Eyes,,Male Characters,Heterosexual Character,Living Characters,8,"1993, August",1993.0,DC,
2721,61447,Tally Man I (New Earth),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,8,"1993, October",1993.0,DC,
2722,81268,Venev (New Earth),,Bad Characters,,,Female Characters,Heterosexual Character,Deceased Characters,8,"1993, August",1993.0,DC,
2723,29200,William Kavanagh (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"1993, November",1993.0,DC,
2724,187569,Antoine (New Earth),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1992, October",1992.0,DC,
2725,127372,Derek Bradbourne (New Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1992, December",1992.0,DC,
2726,263678,Hatshephut II (New Earth),Public Identity,Bad Characters,,,Female Characters,Heterosexual Character,,8,"1992, November",1992.0,DC,
2727,317353,Nomoz (New Earth),,Neutral Characters,,Red Hair,Male Characters,Heterosexual Character,Living Characters,8,"1992, October",1992.0,DC,
2728,160584,Thrust (New Earth),,Neutral Characters,Pink Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,8,1992,1992.0,DC,
2729,270850,Charles Rowland (Vertigo Universe),Public Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1991, April",1991.0,DC,
2730,155572,Ice Man (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"1991, October",1991.0,DC,
2731,58592,Jasper Evans (New Earth),,Neutral Characters,,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"1991, August",1991.0,DC,
2732,356410,Ladon (New Earth),,,,,Male Characters,Heterosexual Character,Living Characters,8,1991,1991.0,DC,
2733,95849,Myra Allen (New Earth),,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Character,Deceased Characters,8,"1991, August",1991.0,DC,
2734,344311,Myrrha (New Earth),,Good Characters,,Brown Hair,Female Characters,Heterosexual Character,Deceased Characters,8,"1991, January",1991.0,DC,
2735,253419,Richard Mission (New Earth),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1991, December",1991.0,DC,
2736,139773,Speed Queen (New Earth),,Bad Characters,,,Female Characters,Heterosexual Character,Deceased Characters,8,"1991, February",1991.0,DC,
2737,120566,Hacohen (New Earth),,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1990, September",1990.0,DC,
2738,120567,Judith (New Earth),,Good Characters,,,Female Characters,Heterosexual Character,Living Characters,8,"1990, September",1990.0,DC,
2739,15906,Shango (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1990, March",1990.0,DC,
2740,144365,Tomy-Fai (New Earth),,Good Characters,,Red Hair,Female Characters,Heterosexual Character,Living Characters,8,"1990, April",1990.0,DC,
2741,80455,Vernon Wells (New Earth),,Bad Characters,,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,8,1990,1990.0,DC,
2742,204676,Austin Bowie (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Character,Living Characters,8,"1989, August",1989.0,DC,
2743,121103,Barbie (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,8,"1989, December",1989.0,DC,
2744,148762,Carlotta Rivera (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,8,"1989, January",1989.0,DC,
2745,153916,Gary DeVries (New Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1989, February",1989.0,DC,
2746,344593,George Yedziniak (New Earth),Public Identity,,,,Male Characters,Heterosexual Character,Living Characters,8,"1989, July",1989.0,DC,
2747,280048,Gregori Eilovitch Rasputin (New Earth),,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1989, June",1989.0,DC,
2748,111451,Henry Hayes (New Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,8,"1989, October",1989.0,DC,
2749,120044,Jack Kovacs (New Earth),,Neutral Characters,,Blond Hair,Male Characters,Heterosexual Character,Living Characters,8,"1989, March",1989.0,DC,
2750,7572,Michael Morice (New Earth),Secret Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,8,1989,1989.0,DC,
2751,47543,Nada (New Earth),,Neutral Characters,,,Female Characters,Heterosexual Character,Living Characters,8,"1989, April",1989.0,DC,
2752,365358,Sparta (New Earth),Secret Identity,Neutral Characters,Red Eyes,Orange Hair,Female Characters,Heterosexual Character,Deceased Characters,8,"1989, January",1989.0,DC,
2753,343935,Vladimir Morakov (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1989, December",1989.0,DC,
2754,171039,Agni (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,8,"1988, September",1988.0,DC,
2755,160476,Daniel Crown (New Earth),,,,Blond Hair,Male Characters,Heterosexual Character,Living Characters,8,"1988, September",1988.0,DC,
2756,375938,George Flannery (New Earth),,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1988, August",1988.0,DC,
2757,9311,Linton Midnite (New Earth),Public Identity,Bad Characters,Brown Eyes,,Male Characters,Heterosexual Character,Living Characters,8,"1988, January",1988.0,DC,
2758,44679,Myron Mazursky (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,8,"1988, May",1988.0,DC,
2759,224488,Priest (New Earth),Public Identity,Good Characters,White Eyes,,Male Characters,Heterosexual Character,Deceased Characters,8,"1988, October",1988.0,DC,
2760,117951,Procanon Kaa (New Earth),Secret Identity,Good Characters,Black Eyes,,Male Characters,Heterosexual Character,Living Characters,8,"1988, May",1988.0,DC,
2761,151821,Psi-Phon (New Earth),,Bad Characters,,,Male Characters,Heterosexual Character,Living Characters,8,"1988, July",1988.0,DC,
2762,28575,Richard Simpson (New Earth),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1988, July",1988.0,DC,
2763,343955,Robert Ablamsky (New Earth),,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1988, September",1988.0,DC,
2764,116784,Sally Stone (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,8,"1988, June",1988.0,DC,
2765,161164,Sheila Haywood (New Earth),,Bad Characters,,Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,8,"1988, December",1988.0,DC,
2766,144478,Skirl (New Earth),,Good Characters,,Brown Hair,Male Characters,Heterosexual Character,Living Characters,8,"1988, March",1988.0,DC,
2767,153267,Stephen Forrest Lee (New Earth),,Bad Characters,Blue Eyes,,Male Characters,Heterosexual Character,Deceased Characters,8,"1988, July",1988.0,DC,
